ID,con_count,condition_tool,condition_unce,trial_number,trial.started,trial.started_EEG,trial.stopped,trial.stopped_EEG,feedback.end,feedback.end_EEG,data_file_name,name_wins_1,name_lose_1,name_wins_2,name_lose_2,name_wins_3,name_lose_3,name_wins_4,name_lose_4,score_deck1,score_deck2,score_deck3,score_deck4,score_ref1,score_ref2,clicked_image,wins,lose,wins_total,lose_total,points_total_condition,points_total,score,wins_deck1,lose_deck1,wins_deck2,lose_deck2,wins_deck3,lose_deck3,wins_deck4,lose_deck4,counter_deck1,counter_deck2,counter_deck3,counter_deck4,wins_mean_deck1,lose_mean_deck1,total_mean_deck1,wins_mean_deck2,lose_mean_deck2,total_mean_deck2,wins_mean_deck3,lose_mean_deck3,total_mean_deck3,wins_mean_deck4,lose_mean_deck4,total_mean_deck4,counter_AIT,choose_deck1,choose_deck2,choose_deck3,choose_deck4,date,response_time,sex,age
IG42,1.0,WAIT,LOWU,1.0,366.0376515998505,307.0389098001018,367.71423889976,308.7154971000113,369.7276379000396,310.7288961002909,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,110.0,0.0,110.0,0.0,110.0,630.0,1.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,A,B,C,D,2024-05-09_10h30.53.878,1.6765872999094995,men,21
IG42,1.0,WAIT,LOWU,2.0,369.7456840998493,310.7469423001006,370.6946443999186,311.6959026001699,372.70801790012047,313.70927610037177,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,1.0,77.0,182.0,187.0,0.0,187.0,707.0,0.6923076923076923,77.0,182.0,0.0,0.0,110.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,77.0,182.0,77.0,0.0,0.0,0.0,110.0,0.0,110.0,0.0,0.0,0.0,0.0,A,B,C,D,2024-05-09_10h30.53.878,0.9489603000693024,men,21
IG42,1.0,WAIT,LOWU,3.0,372.7230022000149,313.7242604002662,373.5084995999932,314.5097578002445,375.52443500002846,316.52569320027976,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,121.0,0.0,308.0,0.0,308.0,828.0,1.0,77.0,182.0,0.0,0.0,231.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,77.0,182.0,77.0,0.0,0.0,0.0,115.5,0.0,115.5,0.0,0.0,0.0,0.0,A,B,C,D,2024-05-09_10h30.53.878,0.7854973999782828,men,21
IG42,1.0,WAIT,LOWU,4.0,375.5402139001526,316.5414721004039,376.9553239000961,317.9565821003474,378.96848639985546,319.9697446001068,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,106.0,143.0,414.0,0.0,414.0,934.0,1.0,77.0,182.0,0.0,0.0,337.0,143.0,0.0,0.0,1.0,0.0,3.0,0.0,77.0,182.0,77.0,0.0,0.0,0.0,112.33333333333331,47.66666666666666,112.33333333333331,0.0,0.0,0.0,1.0,A,B,C,D,2024-05-09_10h30.53.878,1.4151099999435246,men,21
IG42,1.0,WAIT,LOWU,5.0,378.98352869972587,319.9847868999772,379.6187387998216,320.6199970000729,381.6346399998292,322.6358982000805,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,4.0,42.0,0.0,456.0,0.0,456.0,976.0,0.0,77.0,182.0,0.0,0.0,337.0,143.0,42.0,0.0,1.0,0.0,3.0,1.0,77.0,182.0,77.0,0.0,0.0,0.0,112.33333333333331,47.66666666666666,112.33333333333331,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,0.6352101000957191,men,21
IG42,1.0,WAIT,LOWU,6.0,381.6509802998044,322.6522385000557,384.7802996998653,325.7815579001166,386.7961822999641,327.7974405002154,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,2.0,54.0,0.0,510.0,0.0,510.0,1030.0,0.1538461538461538,77.0,182.0,54.0,0.0,337.0,143.0,42.0,0.0,1.0,1.0,3.0,1.0,77.0,182.0,77.0,54.0,0.0,54.0,112.33333333333331,47.66666666666666,112.33333333333331,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,3.129319400060865,men,21
IG42,1.0,WAIT,LOWU,7.0,386.8120248997584,327.8132831000097,389.2092013000511,330.2104595003024,391.2249953998253,332.2262536000766,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,1.0,70.0,236.0,580.0,0.0,580.0,1100.0,0.6923076923076923,147.0,418.0,54.0,0.0,337.0,143.0,42.0,0.0,2.0,1.0,3.0,1.0,73.5,209.0,73.5,54.0,0.0,54.0,112.33333333333331,47.66666666666666,112.33333333333331,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,2.3971764002927216,men,21
IG42,1.0,WAIT,LOWU,8.0,391.2413197001442,332.2425779003955,392.1400751997717,333.141333400023,394.1560047999956,335.1572630002469,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,120.0,156.0,700.0,0.0,700.0,1220.0,1.0,147.0,418.0,54.0,0.0,457.0,299.0,42.0,0.0,2.0,1.0,4.0,1.0,73.5,209.0,73.5,54.0,0.0,54.0,114.25,74.75,114.25,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,0.898755499627498,men,21
IG42,1.0,WAIT,LOWU,9.0,394.1717592999339,335.1730175001852,395.2199562997557,336.221214500007,397.2336861998774,338.2349444001287,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,101.0,0.0,801.0,0.0,801.0,1321.0,1.0,147.0,418.0,54.0,0.0,558.0,299.0,42.0,0.0,2.0,1.0,5.0,1.0,73.5,209.0,73.5,54.0,0.0,54.0,111.6,59.8,111.6,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,1.048196999821812,men,21
IG42,1.0,WAIT,LOWU,10.0,397.2495892001316,338.2508474003829,398.219946899917,339.2212051001683,400.23075480014086,341.23201300039216,deck_data_3.xlsx,deck_A_wins,deck_A_lose,deck_D_wins,deck_D_lose,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,0.6923076923076923,0.1538461538461538,1.0,0.0,0.6923076923076923,1.0,3.0,127.0,0.0,928.0,0.0,928.0,1448.0,1.0,147.0,418.0,54.0,0.0,685.0,299.0,42.0,0.0,2.0,1.0,6.0,1.0,73.5,209.0,73.5,54.0,0.0,54.0,114.16666666666669,49.833333333333336,114.16666666666669,42.0,0.0,42.0,1.0,A,B,,D,2024-05-09_10h30.53.878,0.9703576997853816,men,21
