ID,con_count,condition_tool,condition_unce,trial_number,trial.started,trial.started_EEG,trial.stopped,trial.stopped_EEG,feedback.end,feedback.end_EEG,data_file_name,name_wins_1,name_lose_1,name_wins_2,name_lose_2,name_wins_3,name_lose_3,name_wins_4,name_lose_4,score_deck1,score_deck2,score_deck3,score_deck4,score_ref1,score_ref2,clicked_image,wins,lose,wins_total,lose_total,points_total_condition,points_total,score,wins_deck1,lose_deck1,wins_deck2,lose_deck2,wins_deck3,lose_deck3,wins_deck4,lose_deck4,counter_deck1,counter_deck2,counter_deck3,counter_deck4,wins_mean_deck1,lose_mean_deck1,total_mean_deck1,wins_mean_deck2,lose_mean_deck2,total_mean_deck2,wins_mean_deck3,lose_mean_deck3,total_mean_deck3,wins_mean_deck4,lose_mean_deck4,total_mean_deck4,counter_AIT,choose_deck1,choose_deck2,choose_deck3,choose_deck4,date,response_time,sex,age
IG46,1.0,NAIT,HIGU,1.0,569.9775509000756,604.3696806996569,581.0744456001557,615.466575399737,583.0879102000035,617.4800399995848,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,4.0,72.0,100.0,72.0,100.0,-28.0,492.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,-28.0,0.0,A,B,C,D,2024-05-10_11h37.01.803,11.096894700080156,women,22
IG46,1.0,NAIT,HIGU,2.0,583.105581600219,617.4977113998003,593.2318745004013,627.6240042999826,595.2425993001089,629.6347290996902,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,97.0,0.0,169.0,100.0,69.0,589.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,1.0,0.0,0.0,1.0,97.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,-28.0,0.0,A,B,C,D,2024-05-10_11h37.01.803,10.126292900182309,women,22
IG46,1.0,NAIT,HIGU,3.0,595.2585029001348,629.6506326997161,597.7913847002201,632.1835144998014,599.8046546000987,634.19678439968,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,85.0,0.0,254.0,100.0,154.0,674.0,1.0,182.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,2.0,0.0,0.0,1.0,91.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,100.0,-28.0,0.0,A,B,C,D,2024-05-10_11h37.01.803,2.532881800085306,women,22
IG46,1.0,NAIT,HIGU,4.0,599.820791200269,634.2129209998503,601.3379254001193,635.7300551997006,603.3512196000665,637.7433493996479,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,3.0,69.0,0.0,323.0,100.0,223.0,743.0,0.3333333333333333,182.0,0.0,0.0,0.0,69.0,0.0,72.0,100.0,2.0,0.0,1.0,1.0,91.0,0.0,91.0,0.0,0.0,0.0,69.0,0.0,69.0,72.0,100.0,-28.0,0.0,A,B,C,D,2024-05-10_11h37.01.803,1.5171341998502612,women,22
IG46,1.0,NAIT,HIGU,5.0,603.3655361002311,637.7576658998124,605.1868055001833,639.5789352997646,607.1974160000682,641.5895457996495,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,4.0,109.0,0.0,432.0,100.0,332.0,852.0,0.6666666666666666,182.0,0.0,0.0,0.0,69.0,0.0,181.0,100.0,2.0,0.0,1.0,2.0,91.0,0.0,91.0,0.0,0.0,0.0,69.0,0.0,69.0,90.5,50.0,40.5,0.0,A,B,C,D,2024-05-10_11h37.01.803,1.8212693999521437,women,22
IG46,1.0,NAIT,HIGU,6.0,607.2134001003578,641.6055298999391,608.2310586003587,642.62318839994,610.2444093003869,644.6365390999682,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,4.0,87.0,0.0,519.0,100.0,419.0,939.0,0.6666666666666666,182.0,0.0,0.0,0.0,69.0,0.0,268.0,100.0,2.0,0.0,1.0,3.0,91.0,0.0,91.0,0.0,0.0,0.0,69.0,0.0,69.0,89.33333333333333,33.333333333333336,55.99999999999999,1.0,A,B,C,D,2024-05-10_11h37.01.803,1.0176585000008345,women,22
IG46,1.0,NAIT,HIGU,7.0,610.260179400444,644.6523092000253,611.2443709000945,645.6365006996758,613.2579855001532,647.6501152997345,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,2.0,51.0,0.0,570.0,100.0,470.0,990.0,0.0,182.0,0.0,51.0,0.0,69.0,0.0,268.0,100.0,2.0,1.0,1.0,3.0,91.0,0.0,91.0,51.0,0.0,51.0,69.0,0.0,69.0,89.33333333333333,33.333333333333336,55.99999999999999,1.0,A,B,C,,2024-05-10_11h37.01.803,0.9841914996504784,women,22
IG46,1.0,NAIT,HIGU,8.0,613.2740101004019,647.6661398999832,614.4086391003802,648.8007688999616,616.421581200324,650.8137109999053,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,1.0,112.0,105.0,682.0,205.0,477.0,997.0,1.0,294.0,105.0,51.0,0.0,69.0,0.0,268.0,100.0,3.0,1.0,1.0,3.0,98.0,35.0,63.0,51.0,0.0,51.0,69.0,0.0,69.0,89.33333333333333,33.333333333333336,55.99999999999999,2.0,A,B,C,,2024-05-10_11h37.01.803,1.134628999978304,women,22
IG46,1.0,NAIT,HIGU,9.0,616.4370669000782,650.8291966996595,617.0053371000104,651.3974668995917,619.0189661001787,653.41109589976,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,3.0,50.0,50.0,732.0,255.0,477.0,997.0,0.3333333333333333,294.0,105.0,51.0,0.0,119.0,50.0,268.0,100.0,3.0,1.0,2.0,3.0,98.0,35.0,63.0,51.0,0.0,51.0,59.5,25.0,34.5,89.33333333333333,33.333333333333336,55.99999999999999,2.0,,B,C,,2024-05-10_11h37.01.803,0.568270199932158,women,22
IG46,1.0,NAIT,HIGU,10.0,619.0347881000489,653.4269178996302,619.5697971000336,653.9619268996149,621.583090600092,655.9752203996733,deck_data_1.xlsx,deck_B_wins,deck_B_lose,deck_C_wins,deck_C_lose,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,4.0,96.0,0.0,828.0,255.0,573.0,1093.0,0.6666666666666666,294.0,105.0,51.0,0.0,119.0,50.0,364.0,100.0,3.0,1.0,2.0,4.0,98.0,35.0,63.0,51.0,0.0,51.0,59.5,25.0,34.5,91.0,25.0,66.0,2.0,,B,C,,2024-05-10_11h37.01.803,0.5350089999847114,women,22
