ID,con_count,condition_tool,condition_unce,trial_number,trial.started,trial.started_EEG,trial.stopped,trial.stopped_EEG,feedback.end,feedback.end_EEG,data_file_name,name_wins_1,name_lose_1,name_wins_2,name_lose_2,name_wins_3,name_lose_3,name_wins_4,name_lose_4,score_deck1,score_deck2,score_deck3,score_deck4,score_ref1,score_ref2,clicked_image,wins,lose,wins_total,lose_total,points_total_condition,points_total,score,wins_deck1,lose_deck1,wins_deck2,lose_deck2,wins_deck3,lose_deck3,wins_deck4,lose_deck4,counter_deck1,counter_deck2,counter_deck3,counter_deck4,wins_mean_deck1,lose_mean_deck1,total_mean_deck1,wins_mean_deck2,lose_mean_deck2,total_mean_deck2,wins_mean_deck3,lose_mean_deck3,total_mean_deck3,wins_mean_deck4,lose_mean_deck4,total_mean_deck4,counter_AIT,choose_deck1,choose_deck2,choose_deck3,choose_deck4,date,response_time,sex,age
IG24,1.0,NAIT,LOWU,1.0,705.5831259000001,687.4216594,710.0104385,691.8489719999998,712.0252961000001,693.8638295999999,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,3.0,36.0,62.0,36.0,0.0,36.0,681.0,0.0,0.0,0.0,0.0,0.0,36.0,62.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,62.0,36.0,0.0,0.0,0.0,0.0,A,B,C,D,2023-12-07_09h44.58.925,4.427312599999823,women,23
IG24,1.0,NAIT,LOWU,2.0,712.035774,693.8743074999998,714.0935054000001,695.9320389,716.1086150000001,697.9471484999999,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,2.0,82.0,0.0,118.0,0.0,118.0,763.0,0.6923076923076923,0.0,0.0,82.0,0.0,36.0,62.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,82.0,0.0,82.0,36.0,62.0,36.0,0.0,0.0,0.0,0.0,A,B,C,D,2023-12-07_09h44.58.925,2.0577314000001934,women,23
IG24,1.0,NAIT,LOWU,3.0,716.1182247000002,697.9567582,718.230298,700.0688314999998,720.2424686999998,702.0810021999996,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,124.0,0.0,242.0,0.0,242.0,887.0,1.0,0.0,0.0,82.0,0.0,36.0,62.0,124.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,82.0,0.0,82.0,36.0,62.0,36.0,124.0,0.0,124.0,0.0,A,B,C,D,2023-12-07_09h44.58.925,2.1120732999997927,women,23
IG24,1.0,NAIT,LOWU,4.0,720.2513177000001,702.0898511999999,721.4101633,703.2486967999998,723.4251549,705.2636883999999,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,1.0,46.0,59.0,288.0,0.0,288.0,933.0,0.1538461538461538,46.0,59.0,82.0,0.0,36.0,62.0,124.0,0.0,1.0,1.0,1.0,1.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,124.0,0.0,124.0,0.0,A,B,C,D,2023-12-07_09h44.58.925,1.1588455999999496,women,23
IG24,1.0,NAIT,LOWU,5.0,723.4340673000002,705.2726008,723.8769692999999,705.7155027999997,725.8919996999998,707.7305331999996,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,118.0,0.0,406.0,0.0,406.0,1051.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,242.0,0.0,1.0,1.0,1.0,2.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,121.0,0.0,121.0,0.0,A,B,C,D,2023-12-07_09h44.58.925,0.4429019999997763,women,23
IG24,1.0,NAIT,LOWU,6.0,725.9017030999998,707.7402365999997,726.8797380000001,708.7182714999999,728.8925614999998,710.7310949999996,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,128.0,0.0,534.0,0.0,534.0,1179.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,370.0,0.0,1.0,1.0,1.0,3.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,123.33333333333331,0.0,123.33333333333331,1.0,A,B,C,D,2023-12-07_09h44.58.925,0.9780349000002388,women,23
IG24,1.0,NAIT,LOWU,7.0,728.9013320999998,710.7398655999996,729.7769039,711.6154373999998,731.7920119999999,713.6305454999997,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,112.0,0.0,646.0,0.0,646.0,1291.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,482.0,0.0,1.0,1.0,1.0,4.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,120.5,0.0,120.5,1.0,A,B,C,,2023-12-07_09h44.58.925,0.8755718000002162,women,23
IG24,1.0,NAIT,LOWU,8.0,731.8021290000001,713.6406625,732.7768400999998,714.6153735999997,734.7918475000001,716.6303809999999,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,86.0,148.0,732.0,0.0,732.0,1377.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,568.0,148.0,1.0,1.0,1.0,5.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,113.6,29.6,113.6,1.0,A,B,C,,2023-12-07_09h44.58.925,0.9747110999996949,women,23
IG24,1.0,NAIT,LOWU,9.0,734.8006879,716.6392213999998,735.5603593000001,717.3988927999999,737.5750469999998,719.4135804999996,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,111.0,100.0,843.0,0.0,843.0,1488.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,679.0,248.0,1.0,1.0,1.0,6.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,113.16666666666669,41.333333333333336,113.16666666666669,1.0,A,B,C,,2023-12-07_09h44.58.925,0.7596714000001157,women,23
IG24,1.0,NAIT,LOWU,10.0,737.5838506999999,719.4223841999997,738.3269326,720.1654660999998,740.3419644,722.1804978999999,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,105.0,181.0,948.0,0.0,948.0,1593.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,784.0,429.0,1.0,1.0,1.0,7.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,112.0,61.285714285714285,112.0,1.0,A,B,C,,2023-12-07_09h44.58.925,0.7430819000001065,women,23
IG24,1.0,NAIT,LOWU,11.0,740.3509051999999,722.1894386999998,741.6935236999998,723.5320571999996,743.7085514999999,725.5470849999997,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,100.0,0.0,1048.0,0.0,1048.0,1693.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,884.0,429.0,1.0,1.0,1.0,8.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,110.5,53.625,110.5,1.0,A,B,C,,2023-12-07_09h44.58.925,1.342618499999844,women,23
IG24,1.0,NAIT,LOWU,12.0,743.7175001999999,725.5560336999997,744.7099950000002,726.5485285,746.7251795000002,728.563713,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,111.0,116.0,1159.0,0.0,1159.0,1804.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,995.0,545.0,1.0,1.0,1.0,9.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,110.55555555555556,60.55555555555556,110.55555555555556,1.0,A,B,C,,2023-12-07_09h44.58.925,0.9924948000002588,women,23
IG24,1.0,NAIT,LOWU,13.0,746.7343793999999,728.5729128999997,747.4599456000001,729.2984790999999,749.4751636999999,731.3136971999998,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,105.0,155.0,1264.0,0.0,1264.0,1909.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,1100.0,700.0,1.0,1.0,1.0,10.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,110.0,70.0,110.0,2.0,A,B,C,,2023-12-07_09h44.58.925,0.7255662000002303,women,23
IG24,1.0,NAIT,LOWU,14.0,749.4851502000001,731.3236837,749.9267746999999,731.7653081999997,751.9418864999998,733.7804199999996,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,130.0,0.0,1394.0,0.0,1394.0,2039.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,1230.0,700.0,1.0,1.0,1.0,11.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,111.8181818181818,63.63636363636363,111.8181818181818,2.0,A,B,C,,2023-12-07_09h44.58.925,0.4416244999997616,women,23
IG24,1.0,NAIT,LOWU,15.0,751.9519673999998,733.7905008999996,752.7268820999998,734.5654155999996,754.7418932999999,736.5804267999997,deck_data_1.xlsx,deck_D_wins,deck_D_lose,deck_A_wins,deck_A_lose,deck_C_wins,deck_C_lose,deck_B_wins,deck_B_lose,0.1538461538461538,0.6923076923076923,0.0,1.0,0.6923076923076923,1.0,4.0,105.0,0.0,1499.0,0.0,1499.0,2144.0,1.0,46.0,59.0,82.0,0.0,36.0,62.0,1335.0,700.0,1.0,1.0,1.0,12.0,46.0,59.0,46.0,82.0,0.0,82.0,36.0,62.0,36.0,111.25,58.333333333333336,111.25,2.0,A,B,C,,2023-12-07_09h44.58.925,0.7749146999999539,women,23
